,Estimate,Std. Error,z value,Pr(>|z|)
"(Intercept)",0.642049213879409,0.142602124609161,4.50238182382708,6.71961200313155e-06
"AntiSingleton",0.653302900281664,1.70786907260454,0.382525165869632,0.702071865964201
"Blob",-20.9273063253412,1868.50778778712,-0.0112000102231982,0.991063871587466
"ClassDataShouldBePrivate",-2.1882697482869,1.00263631343392,-2.18251595216247,0.0290714752429363
"ComplexClass",-1.02388264772312,1.16536593126663,-0.878593255776978,0.379621853849825
"LazyClass",1.14971025534667,1.08949622881299,1.05526776958125,0.291302877323548
"LongParameterList",0.621448167687906,0.946520163658652,0.656560939268085,0.511463271731193
"MessageChains",-4.72575032284474,6.65899105459687,-0.70967963225937,0.477902825398574
"RefusedParentBequest",0.304474679198819,0.455952862594255,0.667776658899423,0.504276167955801
"SpeculativeGenerality",-1.5417278165743,1.2685662510739,-1.21533094173769,0.224239895233503
"ClassDataShouldBePrivate_AntiSingleton",5.43943196044286,14.0970402667554,0.385856311503238,0.69960308801613
"ComplexClass_Blob",561.804384113097,35025.1145631422,0.0160400441546106,0.987202445182377
"LongParameterList_Blob",4.59823668750767,10.547108014461,0.435971327988969,0.662857532385765
"LongParameterList_ClassDataShouldBePrivate",-0.217279022293922,6.04640389739574,-0.0359352477904274,0.971333990336002
"MessageChains_ClassDataShouldBePrivate",15.4991542812709,30.2774128719589,0.511904842953915,0.608717608572411
"Blob_ComplexClass",-165.387138344739,14833.4924393818,-0.0111495751267348,0.991104110459739
"Blob_LazyClass",1420.82429947683,202657.293566892,0.00701097046382815,0.994406100737518
"ClassDataShouldBePrivate_LazyClass",0.551266915851429,16.6647101113096,0.0330798983102207,0.973610872800675
"ComplexClass_LazyClass",-1469.10923467098,142357.689733038,-0.0103198445930528,0.991766101480168
"Blob_LongParameterList",192.359398380275,15457.9086442823,0.0124440765440431,0.990071319703753
"ClassDataShouldBePrivate_LongParameterList",4.52891075590911,5.33364493379836,0.849121156755338,0.395813879006526
"AntiSingleton_MessageChains",463.307165407429,154810.053153641,0.00299274598754656,0.997612137746625
"ClassDataShouldBePrivate_MessageChains",-114.101742508827,15626.9228437473,-0.00730161296947096,0.994174207508362
"(Intercept)",0.687449159445123,0.130682501072396,5.26045303543958,1.4370090518768e-07
"ClassDataShouldBePrivate",-1.53474701983115,0.505146437989857,-3.03822199744377,0.00237978569279227
